x,,,y,,,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.1428571,"137.142857142857,",,545,"545,",,col_0,"col_0,",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.2857143,"274.285714285714,",,545,"545,",,col_1,"col_1,",FALSE,,"137.142857142857,","274.285714285714,","411.428571428571,","548.571428571428,","685.714285714285,","822.857142857142,","137.142857142857,","274.285714285714,","411.428571428571,","548.571428571428,","685.714285714285,","822.857142857142,","137.142857142857,","274.285714285714,","411.428571428571,","548.571428571428,","685.714285714285,","822.857142857142,","137.142857142857,","274.285714285714,","411.428571428571,","548.571428571428,","685.714285714285,","822.857142857142,","137.142857142857,","274.285714285714,","411.428571428571,","548.571428571428,","685.714285714285,","822.857142857142,","137.142857142857,","274.285714285714,","411.428571428571,","548.571428571428,","685.714285714285,","822.857142857142,","68.5714285714285,","205.714285714285,","342.857142857142,","480,","617.142857142857,","754.285714285714,","68.5714285714285,","205.714285714285,","342.857142857142,","480,","617.142857142857,","754.285714285714,","68.5714285714285,","205.714285714285,","342.857142857142,","480,","617.142857142857,","754.285714285714,","68.5714285714285,","205.714285714285,","342.857142857142,","480,","617.142857142857,","754.285714285714,","68.5714285714285,","205.714285714285,","342.857142857142,","480,","617.142857142857,","754.285714285714,","68.5714285714285,","205.714285714285,","342.857142857142,","480,","617.142857142857,","754.285714285714,"
411.4285714,"411.428571428571,",,545,"545,",,col_2,"col_2,",FALSE,,"545,","545,","545,","545,","545,","545,","464,","464,","464,","464,","464,","464,","383,","383,","383,","383,","383,","383,","302,","302,","302,","302,","302,","302,","221,","221,","221,","221,","221,","221,","140,","140,","140,","140,","140,","140,","505.36,","505.36,","505.36,","505.36,","505.36,","505.36,","424.36,","424.36,","424.36,","424.36,","424.36,","424.36,","343.36,","343.36,","343.36,","343.36,","343.36,","343.36,","262.36,","262.36,","262.36,","262.36,","262.36,","262.36,","181.36,","181.36,","181.36,","181.36,","181.36,","181.36,","100.36,","100.36,","100.36,","100.36,","100.36,","100.36,"
548.5714286,"548.571428571428,",,545,"545,",,col_3,"col_3,",FALSE,,"col_0,","col_1,","col_2,","col_3,","col_4,","col_5,","col_6,","col_7,","col_8,","col_9,","col_10,","col_11,","col_12,","col_13,","col_14,","col_15,","col_16,","col_17,","col_18,","col_19,","col_20,","col_21,","col_22,","col_23,","col_24,","col_25,","col_26,","col_27,","col_28,","col_29,","col_30,","col_31,","col_32,","col_33,","col_34,","col_35,","row_0,","row_1,","row_2,","row_3,","row_4,","row_5,","row_6,","row_7,","row_8,","row_9,","row_10,","row_11,","row_12,","row_13,","row_14,","row_15,","row_16,","row_17,","row_18,","row_19,","row_20,","row_21,","row_22,","row_23,","row_24,","row_25,","row_26,","row_27,","row_28,","row_29,","row_30,","row_31,","row_32,","row_33,","row_34,","row_35,"
685.7142857,"685.714285714285,",,545,"545,",,col_4,"col_4,",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822.8571429,"822.857142857142,",,545,"545,",,col_5,"col_5,",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.1428571,"137.142857142857,",,464,"464,",,col_6,"col_6,",FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
274.2857143,"274.285714285714,",,464,"464,",,col_7,"col_7,",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411.4285714,"411.428571428571,",,464,"464,",,col_8,"col_8,",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548.5714286,"548.571428571428,",,464,"464,",,col_9,"col_9,",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685.7142857,"685.714285714285,",,464,"464,",,col_10,"col_10,",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
